"url"
"bestofactus.wordpress.com"
"fr.sott.net"
"lejournaldusiecle.com"
"leschroniquesderorschach.blogspot.fr"
"agenceinfolibre.fr"
"alterinfo.net"
"cercledesvolontaires.fr"
"dortiguier.fr"
"geopolintel.fr"
"infosyrie.fr"
"kontrekulture.com"
"nouvelordremondial.cc"
"palestine-info.cc"
"robertbibeau.ca"
"sos-crise.over-blog.com"
"sylviesimonrevelations.com"
"theoriedugenre.fr"
"litinerantcitoyen.wordpress.com"
"internationalnews.fr"
"nationspresse.info"
"mounadil.wordpress.com"
"contre-info.com"
"contreinfo.info"
"2012un-nouveau-paradigme.com"
"egaliteetreconciliation.fr"
"panier-de-crabes.over-blog.com"
"chantaldupille.over-blog.com"
"wearechangeparis.com"
"christroi.over-blog.com"
"wikibusterz.com"
"ojim.fr"
"leschroniquesderorschach.blogspot.com"
"etienne.chouard.free.fr"
"fawkes-news.blogspot.fr"
"europalestine.com"
"alain-benajam.com"
"bvoltaire.fr"
"polemia.com"
"french.irib.ir"
"avicennesy.wordpress.com"
"mecanopolis.org"
"wikistrike.com"
"neotrouve.com"
"clap36.net"
"voxnr.com"
"syti.net"
"croah.fr"
"partiantisioniste.com"
"countercurrents.org"
"lelibrepenseur.org"
"comite-valmy.org"
"enquete-debat.fr"
"michelcollon.info"
"oumma.com"
"chaos-controle.com"
"michelcollon.info"
"mondialisation.ca"
"the-savoisien.com"
"lesmoutonsenrages.fr"
"fdesouche.com"
"panamza.com"
"agoravox.fr"
"planetenonviolence.org"
"guerre.libreinfo.org"
"diktacratie.com"
"lavoixdelasyrie.com"
"realpolitik.tv"
"jovanovic.com"
"blueman.name"
"agoravox.tv"
"les-etats-d-anne.over-blog.com"
"palestine-solidarite.org"
"reseauinternational.net"
"silviacattori.net"
"legrandsoir.info"
"dieudosphere.com"
"medialibre.eu"
"infowars.com"
"resistance-politique.fr"
"voltairenet.org"
"vigilantcitizen.com"
"medias-presse.info"
"dedefensa.org"
"nemesistv.info"
"ria.ru"
"piero.com"
"initiative-communiste.fr"
"planete-revelations.com"
"jacobdemeknes.blogspot.fr"
"r-sistons.over-blog.com"
"newsoftomorrow.org"
"reopen911.info"
"brujitafr.fr"
"fr.metapedia.org"
"johanlivernette.wordpress.com"
"toutsaufsarkozy.com"
"christianophobie.fr"
"scriptoblog.com"
"levraipost.fr"
"la-dissidence.org"
"jre2014.fr"
"mouvida.com"
"aline.dedieguez.pagesperso-orange.fr"
"resistance71.wordpress.com"
"questionscritiques.free.fr"
"raimanet.wordpress.com"
"blanrue.blogspot.fr"
"oulala.net"
"upr.fr"
"horizons-et-debats.ch"
"geostrategie.com"
"jp-petit.org"
"allainjules.com"
"fr.ria.ru"
"fr.rian.ru"
"bastamag.net"
"bellaciao.org"
"lejournaldepersonne.com"
"lecontrarien.com"
"u-p-r.fr"
"ndf.fr"
"jre2014.fr"
"info-palestine.net"
"info-palestine.eu"
"solidariteetprogres.org"
"les-crises.fr"
"ism-france.org"
"metatv.org"
"french.ruvr.ru"
"almanar.com.lb"
"france-palestine.org"
"ujfp.org"
"onnouscachetout.com"
"renovatiotv.com"
"mondialisation.ca"
"novusordoseclorum.discutforum.com"
"liesidotorg.wordpress.com"
"lecitoyenengage.fr"
"le-veilleur.com"
"911nwo.info"
"newsoftomorrow.org"
"editionsdemilune.com"
"oulala.info"
"terresacree.org"
"fr.novopress.info"
"lecourrierderussie.com"
"acrimed.org"
"diktacratie.com"
"france-irak-actualite.com"
"prorussia.tv"
"mai68.org"
"initiativecitoyenne.be"
"blogdejocelyne.canalblog.com"
"crashdebug.fr"
